med_event_ID,conflict_country,conflict_counry_ID,conflict_id,med_location - MULTISELECT,med_loc_cty,med_loc_x,med_loc_y,Day,Month,Year,third_party,third_party_id_GLOPAD,third_party_id_PAAX,third_party_id_GW,num_med,individual_med_named,groupings_mechanisms,num_local,if_loc_belig,agmt,agmt_name,agmt_id_PAX,Summary,source_urls,med_type
SUD202409-24,Sudan,625,,New York,USA,-73.9249,40.6943,25,9,2024,France; Germany; United States; EU; UN; AU; IGAD; League of Arab States; United Kingdom; Ethiopia; Uganda; Egypt; Saudi Arabia; United Arab Emirates; Norway; Switzerland; Turkey,CON_7;CON_2;CON_3;IGO_5;IGO_49;GP-6;IGO_312;IGO_346;CON_19;CON_159;CON_176;CON_82;CON_419;CON_591;CON_81;CON_202;CON_562,CON_7; CON_2; CON_3; IGO_5; IGO_49; ; IGO_312; IGO_346; CON_19; CON_159; CON_176; CON_82; CON_419; CON_591; CON_81; CON_202; CON_562,220; 255; 2; ; ; ; ; ; 200; 530; 500; 651; 670; 696; 385; 225; 640,17,,,0,,0,,,"On 25 September, France, Germany, the US, and the European Union organised a ministerial-level meeting in New York. In a press release issued following the meeting, the participants called on the warring parties to commit to localised humanitarian pauses and ensure immediate humanitarian access to El Fasher, Sennar, and Khartoum. They expressed readiness to support a cessation of hostilities monitoring mechanism and to take appropriate measures to ensure the protection of civilians. They noted that the international community needs to explore options to support implementation of such measures and the durability of any future local or nationwide cessation of hostilities. They called on all foreign actors to refrain from providing military support to the warring parties...the proposed high-level meeting hosted by the United States with foreign ministers and other top officials from African nations and the Gulf States on Wed., Sept. 25. ...Commissioner Lenarčič will also co-host a high-level event on Sudan entitled '1.5 year into the conflict – how to prevent Sudan from becoming a forgotten crisis?', together with UN OCHA, the Kingdom of Saudi Arabia and the US…. On September 25, ministers will meet to discuss the humanitarian response at a session organized by officials from the U.N., U.S, European Union, African Union, Egypt and Saudi Arabia....Today, the United States announced nearly $424 million in additional humanitarian assistance for people in need in Sudan and in neighboring refugee-hosting countries, including more than $276 million through USAID and more than $147 million through the Department of State. U.S. Ambassador to the United Nations Linda Thomas-Greenfield announced this additional assistance at a Sudan-focused event co-hosted by the United States during the UN General Assembly High-level week to call for global action to address the deepening humanitarian crisis in Sudan and its impact on the region. The United States continues to stand with the people of Sudan and call on the Sudanese Armed Forces and the Rapid Support Forces to protect civilians, facilitate unhindered access so that aid can reach people in need across Sudan, and return to the negotiating table and end this war that is causing needless suffering for the Sudanese people.",https://www.securitycouncilreport.org/monthly-forecast/2024-11/sudan-31.php; https://www.eeas.europa.eu/eeas/sudan-press-release-following-ministerial-meeting-advancing-peace-sudan_en; https://www.miragenews.com/eu-at-un-to-boost-global-cooperation-1321163/; https://www.voanews.com/a/war-set-to-dominate-agenda-at-un-general-assembly-meeting/7792704.html; https://www.miragenews.com/us-pledges-424m-more-in-aid-for-sudan-conflict-1324396/; https://www.justsecurity.org/100259/u-n-general-assembly-high-level-week-2024-what-experts-are-looking-for/; ,MR
SUD202409-25,Sudan,625,,New York,USA,-73.9249,40.6943,26,9,2024,League of Arab States,IGO_346,IGO_346,,1,Ahmed Aboul Gheit,,1,1,0,,,"On the diplomatic front, El Burhan held several bilateral meetings on the sidelines of the UNGA. According to the Sudanese Transitional Sovereignty Council page on X, these talks focused on the political, security, and humanitarian crises engulfing Sudan and the state of bilateral relations. He met with UN Secretary-General António Guterres on Wednesday, as well as Russian Foreign Minister Sergey Lavrov, Arab League Secretary-General Ahmed Aboulgheit, Turkish President Recep Tayyip Erdoğan, Iranian President Masoud Pezeshkian, Central African Republic President Faustin-Archange Touadéra, and Kuwaiti Crown Prince Sheikh Sabah Khaled Al Hamad Al Sabah, among others",https://allafrica.com/stories/202409290060.html,MR
SUD202409-26,Sudan,625,,New York,USA,-73.9249,40.6943,26,9,2024,Turkey,CON_562,CON_562,640,1,Recep Tayyip Erdogan,,1,1,0,,,"On the diplomatic front, El Burhan held several bilateral meetings on the sidelines of the UNGA. According to the Sudanese Transitional Sovereignty Council page on X, these talks focused on the political, security, and humanitarian crises engulfing Sudan and the state of bilateral relations. He met with UN Secretary-General António Guterres on Wednesday, as well as Russian Foreign Minister Sergey Lavrov, Arab League Secretary-General Ahmed Aboulgheit, Turkish President Recep Tayyip Erdoğan, Iranian President Masoud Pezeshkian, Central African Republic President Faustin-Archange Touadéra, and Kuwaiti Crown Prince Sheikh Sabah Khaled Al Hamad Al Sabah, among others",https://allafrica.com/stories/202409290060.html,MR
SUD202409-27,Sudan,625,,New York,USA,-73.9249,40.6943,26,9,2024,Iran (Islamic Republic of),CON_289,CON_289,630,1,Masoud Pezeshkian,,1,1,0,,,"On the diplomatic front, El Burhan held several bilateral meetings on the sidelines of the UNGA. According to the Sudanese Transitional Sovereignty Council page on X, these talks focused on the political, security, and humanitarian crises engulfing Sudan and the state of bilateral relations. He met with UN Secretary-General António Guterres on Wednesday, as well as Russian Foreign Minister Sergey Lavrov, Arab League Secretary-General Ahmed Aboulgheit, Turkish President Recep Tayyip Erdoğan, Iranian President Masoud Pezeshkian, Central African Republic President Faustin-Archange Touadéra, and Kuwaiti Crown Prince Sheikh Sabah Khaled Al Hamad Al Sabah, among others",https://allafrica.com/stories/202409290060.html,MR
SUD202409-28,Sudan,625,,New York,USA,-73.9249,40.6943,26,9,2024,Central African Republic,CON_6,CON_6,482,1,Faustin-Archange Touadera,,1,1,0,,,"On the diplomatic front, El Burhan held several bilateral meetings on the sidelines of the UNGA. According to the Sudanese Transitional Sovereignty Council page on X, these talks focused on the political, security, and humanitarian crises engulfing Sudan and the state of bilateral relations. He met with UN Secretary-General António Guterres on Wednesday, as well as Russian Foreign Minister Sergey Lavrov, Arab League Secretary-General Ahmed Aboulgheit, Turkish President Recep Tayyip Erdoğan, Iranian President Masoud Pezeshkian, Central African Republic President Faustin-Archange Touadéra, and Kuwaiti Crown Prince Sheikh Sabah Khaled Al Hamad Al Sabah, among others",https://allafrica.com/stories/202409290060.html,MR
SUD202409-29,Sudan,625,,New York,USA,-73.9249,40.6943,26,9,2024,Kuwait,CON_563;CON_563,CON_563; CON_563,692; 690,1,Sheikh Sabah Khaled Al Hamad Al Sabah,,1,1,0,,,"On the diplomatic front, El Burhan held several bilateral meetings on the sidelines of the UNGA. According to the Sudanese Transitional Sovereignty Council page on X, these talks focused on the political, security, and humanitarian crises engulfing Sudan and the state of bilateral relations. He met with UN Secretary-General António Guterres on Wednesday, as well as Russian Foreign Minister Sergey Lavrov, Arab League Secretary-General Ahmed Aboulgheit, Turkish President Recep Tayyip Erdoğan, Iranian President Masoud Pezeshkian, Central African Republic President Faustin-Archange Touadéra, and Kuwaiti Crown Prince Sheikh Sabah Khaled Al Hamad Al Sabah, among others",https://allafrica.com/stories/202409290060.html,MR
SUD202409-30,Sudan,625,,New York,USA,-73.9249,40.6943,27,9,2024,Russia,CON_21,CON_21,365,1,Sergey Lavrov,,1,1,0,,,"During his meeting with Chairman of the Transitional Sovereignty Council of the Republic of Sudan Abdel Fattah al-Burhan, Russian Foreign Minister Sergey Lavrov underscored the need to end hostilities in this African country as soon as possible. ""The conversation focused on the situation in Sudan in the context of the ongoing military confrontation between the military and the rapid response forces. The Russian side underscored the need to end the hostilities as soon as possible and start a broad national dialogue,"" the Russian foreign ministry said in a statement about the meeting, which took place on the sidelines of the 79th Session of the UN General Assembly. ""Various aspects of further development of traditionally friendly Russian-Sudanese relations were discussed,"" the statement says. The sides ""reaffirmed their mutual determination to maintain active foreign policy coordination within the framework of the UN and other international platforms."" ",https://tass.com/politics/1848493; https://allafrica.com/stories/202409290060.html,MR
SUD202409-31,Sudan,625,,New York,USA,-73.9249,40.6943,27,9,2024,Norway,CON_81,CON_81,385,1,Anne Beathe Tvinnereim,,1,1,0,,,"President of the Transitional Sovereignty Council (TSC), Commander-in-Chief of the Armed Forces, General Abdel-Fattah Al-Burhan, met on the sidelines of the 79th session of the United Nations General Assembly in New York, Ms. Anne Beathe Tvinnereim, Minister of International Development of the Kingdom of Norway. The meeting was attended by Acting Minister of Foreign Affairs, Ambassador Hussein Awad Ali, and the Permanent Representative of Sudan to the United Nations in New York, Ambassador Al-Harith Idris. During the meeting, cooperation relations between the two countries were reviewed, and the meeting also touched on developments in Sudan and several issues in the region. TSC President expressed Sudan's aspiration to continue joint cooperation with the Kingdom of Norway, and to raise it to the desired level that meets the common aspirations of the two countries. His Excellency briefed the Minister of International Development of the Kingdom of Norway on the developments of events in Sudan and the treacherous attack launched by the rebel terrorist Rapid Support Forces (RSF) militia on the Sudanese state. For her part, the Minister of International Development in the Kingdom of Norway affirmed her keenness and support for efforts aimed at achieving peace in Sudan and terminating the suffering of citizens, expressing her country's aspiration to advance, consolidate and enhance bilateral cooperation relations between the two countries in various fields.",https://allafrica.com/stories/202409270390.html,MR
SUD202409-32,Sudan,625,,New York,USA,-73.9249,40.6943,27,9,2024,UNSG,IGO_386,IGO_386,,1,Antonio Guterres,,1,1,0,,,"The President of Sudan’s Transitional Sovereignty Council, and commander of the ruling military junta, Lt Gen Abdelfattah El Burhan, met with UN Secretary-General António Guterres in New York yesterday, during which Guterres expressed deep concern about the escalation of the conflict in the Sudan, and the need for an immediate lasting ceasefire. The meeting between El Burhan and Guterres, occurred on the periphery of the 79th Session of the General Assembly of the UN, for which world leaders have gathered in New York, to engage in the annual high-level General Debate of the UN General Assembly under the theme, “Leaving no one behind: acting together for the advancement of peace, sustainable development and human dignity for present and future generations”. The debate, which will continue until Monday, is the conclusion of the 79th session of the UN General Assembly (UNGA 79), which began on 10 September.... It says that Guterres and El Burhan discussed the need for an immediate lasting ceasefire and the importance of genuine dialogue leading to an inclusive negotiated peace settlement. They also affirmed the need for urgent action to ensure rapid, safe and unhindered humanitarian access and the protection of all civilians across the Sudan, the statement says.... He met with UN Secretary-General António Guterres on Wednesday, as well as Russian Foreign Minister Sergey Lavrov, Arab League Secretary-General Ahmed Aboulgheit, Turkish President Recep Tayyip Erdoğan, Iranian President Masoud Pezeshkian, Central African Republic President Faustin-Archange Touadéra, and Kuwaiti Crown Prince Sheikh Sabah Khaled Al Hamad Al Sabah, among others. ",https://allafrica.com/stories/202409290060.html; https://www.dabangasudan.org/en/all-news/article/un-secretary-general-guterres-shares-concern-about-escalation-of-conflict-with-sudans-el-burhan,MR
SUD202409-33,Sudan,625,,Nairobi,KEN,36.8172,-1.2864,29,9,2024,United States; Kenya; IGAD; AU,CON_3;CON_172;IGO_312;GP-6,CON_3; CON_172; IGO_312; ,2; 501; ; ,4,Tom Perriello,,0,,0,,,"U.S. Special Envoy Tom Perriello during Sept toured regional capitals, including Riyadh, Cairo, Ankara, Nairobi and Addis Ababa, to maintain momentum from U.S.-led Geneva talks in Aug and push for coordinated strategy among regional powers to end war..... Tom Perriello, U.S. Special Envoy for Sudan, is set to visit Ethiopia and Kenya as part of a diplomatic mission starting 29 September, 2024, the U.S. State Department announced. The visit aims to address the ongoing conflict in Sudan and engage with key stakeholders in the region.Perriello’s trip include meetings with officials from the African Union (AU) and the Intergovernmental Authority on Development (IGAD), according to the State Department.""The Special Envoy will continue efforts to advance an inclusive process for Sudan's transition to civilian governance,"" the State Department said in its announcement.
",https://www.crisisgroup.org/crisiswatch/database?location%5B%5D=14&crisis_state=&created=&from_month=1&from_year=2025&to_month=1&to_year=2025; https://addisstandard.com/us-special-envoy-to-sudan-to-visit-ethiopia-kenya-amid-ongoing-diplomatic-efforts-on-sudan-crisis/; https://allafrica.com/stories/202410010021.html,MR
