med_event_ID,conflict_country,conflict_counry_ID,conflict_id,med_location - MULTISELECT,med_loc_cty,med_loc_x,med_loc_y,Day,Month,Year,third_party,third_party_id_GLOPAD,third_party_id,third_party_id_PAX,num_med,individual_med_named,groupings_mechanisms,num_local,if_loc_belig,agmt,ceasefire,agmt_name,agmt_id_PAX,Summary,source_urls,med_type
LIB202301-15,Libya,620,,Benghazi,LBY,20.0667,32.1167,31,1,2023,Germany,CON_2;CON_2,CON_2; CON_2,255; 260,1,Michael Ohnmacht,,1,,0,,,,German Ambassador to Libya Michael Ohnmacht said he discussed Tuesday with the Mayor of Benghazi Saqr Bojwari potential paths to enhance cooperation via the German Agency for International Cooperation (GIZ).,https://libyaupdate.com/german-ambassador-benghazi-mayor-discuss-cooperation/,MR
LIB202307-5,Libya,620,,Paris,FRA,2.3522,48.8567,17,7,2023,France; UNSMIL,CON_7;IGO_750,CON_7; IGO_750,220; ,2,,UNSMIL process,2+,1,0,,,,"In line with its support for dialogue between Libyan security actors and the efforts of the Security Working Group co-chaired by the UN, on July 17 and 18, France welcomed the Chiefs of Staff of the Armed Forces of Libya’s western and eastern regions, General Mohamed Al Haddad and General Abdulraziq Al Nadhouri, as well as officers from the Joint Military Commission 5+5, for working meetings focused on the reunification of military institutions and the long-term stabilization of the country, with full respect for Libyan sovereignty. France maintains its support for the UN and for the security dynamic in which all the Libyan actors are engaged, with the aim of forming joint units to secure Libya’s borders and combat terrorism and destabilizing foreign interference. Upcoming meetings of the security groups co-chaired by the UN will follow up on this effort; the next such meeting will be held in Benghazi on July 25.",https://www.diplomatie.gouv.fr/en/country-files/libya/news/2023/article/libya-security-meeting-on-july-17-and-18-in-paris-17-18-07-23;https://unsmil.unmissions.org/sites/default/files/s-2023-589_-_sg_report_on_unsmil.pdf,M
LIB202303-6,Libya,620,,,,,,18,3,2023,UNSMIL,IGO_750,IGO_750,,1,,International Follow-up Committee on Libya (IFC); UNSMIL process,1,,0,,,,"In a related development, the co-chairs of the Working Group on International Humanitarian Law and Human Rights of the IFCL released a summary on 18 March of a series of dialogues they have facilitated with a range of Libyan civil society actors on the country’s “most pressing human rights issues as well as actions required to protect gains, overcome obstacles, and ultimately, to advance human rights in Libya”. ",https://www.securitycouncilreport.org/monthly-forecast/2023-04/libya-39.php,MR
LIB202307-6,Libya,620,,Benghazi,LBY,20.0667,32.1167,25,7,2023,UNSMIL; Italy; Turkey; France; United Kingdom; AU; Egypt; Germany; Tunisia; EU; United States; Russia; United Arab Emirates; Netherlands; Switzerland; Algeria; League of Arab States,IGO_750;CON_139;CON_562;CON_7;CON_19;GP-6;CON_82;CON_2;CON_2;CON_590;IGO_5;CON_3;CON_21;CON_591;CON_10;CON_202;CON_255;IGO_346,IGO_750; CON_139; CON_562; CON_7; CON_19; ; CON_82; CON_2; CON_2; CON_590; IGO_5; CON_3; CON_21; CON_591; CON_10; CON_202; CON_255; IGO_346,; 325; 640; 220; 200; ; 651; 255; 260; 616; ; 2; 365; 696; 210; 225; 615; ,17,Abdoulaye Bathily; Gianluca Alberini,International Follow-Up Committee on Libya (IFC); UNSMIL process,2+,1,0,,,,"On 25 July, UNSMIL co-chaired, with Italy, a plenary meeting of the Security Working Group of the Berlin Process in Benghazi. Libyan stakeholders, the 5+5 JMC and international partners discussed the evolving political and security dynamics hampering tangible progress in the full implementation of the Ceasefire Agreement, the reunification of the military institutions and the withdrawal of foreign forces, foreign fighters and mercenaries....On 25 July, a plenary session of the security working group was held in Benghazi. The 5+5 Joint Military Commission and members of the working group took stock of the progress made to implement the ceasefire agreement of October 2020, including with regard to the withdrawal of foreign mercenaries, foreign fighters and foreign forces from Libyan territory and the establishment of a joint military force...As the United Nations Support Mission in Libya intensifies efforts to engage political leaders to establish a consensual path to elections, military and security actors in Libya will play an important role as key enablers of sustained peace and stability, the Special Representative of the Secretary General for Libya said Tuesday in Benghazi during a meeting of the Security Working Group (SWG) of the Berlin Process International Follow-Up Committee. SRSG Abdoulaye Bathily, who co-chaired the meeting with Italian Ambassador to Libya Gianluca Alberini, underlined in his opening remarks military and security actors’ responsibility to ensure a secure environment for elections, address various issues including those related to the armed formations, advance national reconciliation and transitional justice, and protect human rights and humanitarian law. Members of the 5+5 Joint Military Commission participated in the meeting. From the international community, ambassadors and representatives from the other SWG co-chairs, France, the United Kingdom, Türkiye, and the African Union attended today’s meeting. The meeting was also attended by ambassadors and representatives of Egypt, Germany, Tunisia, and the European Union. The U.S. Special Envoy, ambassadors and representatives of the Russian Federation, the United Arab Emirates, the Netherlands, Switzerland, Algeria, and the League of Arab States joined the meeting virtually. This is the second time the Security Working Group has met in Libya. The first was in Tripoli on 24 May. The co-chairs and participants expressed hope that the next meeting will be held in another city or region of Libya.",https://unsmil.unmissions.org/sites/default/files/20230822_-_srsg_abdoulaye_bathilys_briefing_to_the_security_council_on_the_situation_on_libya.pdf; https://unsmil.unmissions.org/sites/default/files/s-2023-589_-_sg_report_on_unsmil.pdf; https://www.africa-newsroom.com/press/security-working-group-urges-libyan-actors-to-create-conducive-environment-for-an-inclusive-political-settlement,M
LIB202301-16,Libya,620,,Tripoli,LBN,35.8344,34.4367,29,1,2023,Netherlands,CON_10,CON_10,210,1,Dolf Hogewoning,,1,1,0,,,,"Khaled Al-Mishri, chairman of Libya’s High Council of State, met with Dutch Ambassador Dolf Hogewoning in Tripoli this morning for talks on national reconciliation and transitional justice. In a statement via Twitter, Hogewoning described his conversation with Al-Mishri as “cordial” and said the two of them agreed on the importance of a solid & inclusive national reconciliation process which goes hand in hand with transitional justice. The Dutch ambassador also commended the High Council of State on “efforts to agree on outstanding issues” with the House of Representatives as soon as possible.",https://libyaupdate.com/mishri-holds-talks-with-dutch-ambassador-hogewoning/,MR
LIB202305-9,Libya,620,,Tripoli,LBN,35.8344,34.4367,10,5,2023,UNSMIL,IGO_750,IGO_750,,1,Abdoulaye Bathily,UNSMIL process,1,1,0,,,,"The US dynamic in Libya accompanied Bathily’s talks with head of the High Council of State (HCS), Khaled Al-Mishri, on the progress made in basic files leading to elections. The meeting was held at the headquarters of the Presidential Council in Tripoli on Wednesday. The media office of the Presidential Council said the two sides focused on the progress made in the basic files to conduct elections in 2023 and on ways to support the 6+6 Committee to fulfill its responsibilities as soon as possible.",https://english.aawsat.com/arab-world/4323641-icc-track-down-perpetrators-%E2%80%98war-crimes%E2%80%99-libya,M
LIB202308-5,Libya,620,,Tripoli,LBN,35.8344,34.4367,10,8,2023,UNSMIL,IGO_750,IGO_750,,1,Abdoulaye Bathily,UNSMIL process,1,1,0,,,,"The Head of the High Council of State (HCS), Mohammed Takala, discussed with the United Nations (UN) envoy to Libya, Abdoulaye Bathily, the developments of the political process in Libya and the results of the work of the 6+6 Joint Committee for drafting election laws. Takala and Bathily met Thursday in Tripoli, in the presence of all members of the HCS presidency, as the UN envoy congratulated the newly-elected members, and expressing his hope for cooperation to move the country forward to peace and stability. The meeting saw discussions on ways to find solutions that could achieve stability in Libya, and tackled the national reconciliation project to end the crisis as well as to achieve social justice",https://libyaobserver.ly/inbrief/takala-reviews-un-envoy-libya-66-committees-outcomes,M
LIB202308-6,Libya,620,,Tripoli,LBN,35.8344,34.4367,14,8,2023,Turkey,CON_562,CON_562,640,1,Kenan Yilmaz,,1,1,0,,,,"The head of the High Council of State (HCS), Mohammed Takala, has discussed the file of national reconciliation, and ways to achieve political stability in the country. This came during his meeting with the Turkish ambassador to Libya, Kenan Yilmaz, in Tripoli, during which they discussed developments in the political process, and the results of the work of the joint committee 6 + 6, according to the HCS media office. Yilmaz congratulated Takala on assuming his position, hoping to strengthen bilateral relations between the two countries and move forward to reach peace and stability in Libya.",https://libyaobserver.ly/inbrief/takala-reviews-political-developments-turkish-ambassador,MR
LIB202308-7,Libya,620,,Tripoli,LBN,35.8344,34.4367,21,8,2023,EU,IGO_5,IGO_5,,1,Jose Sabadell,,1,1,0,,,,"The European Union's ambassador to Libya, Jose Sabadell, has discussed with the former head of the High Council of State, Khaled Al-Mishri, the political process in Libya, and the need to reach a consensus between the main parties in the interest of all Libyans. The European ambassador praised the seamless and peaceful handover between Al-Mishri and his successor, Mohammed Takala, as a model for Libyan institutions, according to his X platform page.",https://libyaobserver.ly/inbrief/sabadell-al-mashri-discuss-ways-reach-consensus-between-main-parties-libya,MR
LIB202308-8,Libya,620,,Libya,LBY,17,25,,8,2023,UNSMIL,IGO_750,IGO_750,,1,Abdoulaye Bathily,UNSMIL process,1,1,0,,,,"He recalled his intensified consultations with the President of the Presidential Council, the Prime Minister of the Government of National Unity, the Heads of the House of Representatives and High State Council, and the Commander of the Libyan National Army.  Citing shared written proposals to address the technical flaws and contested aspects of the draft electoral laws, he noted that all Libyan leaders have agreed in principle to amendment of the draft laws, urging the two chambers to finalize and make electoral laws implementable towards a reasonable electoral timeline. Despite persistent resistance towards face-to-face meetings among those who wish to maintain the status quo, he noted that steps are being taken.  The Presidential Council President recently informed him of a meeting to explore concrete progress on the political track, and he urged key political players to meet and agree on politically contested electoral issues towards compromises, avoiding unilateral steps",https://press.un.org/en/2023/sc15392.doc.htm,M
